当地时间 哈尔滨太平(机场）,气温,气象站大气压,海平面大气压,相对湿度,风向,平均风速,最大阵风,特殊天象,重要天象,总云量,能见度,露点温度,时间,日期
30.09.2022 00:00,16,743.9,756.2,88,从西南偏南方向吹来的风,2,,,,无明显的云,6,14,0:00,30.09.2022
29.09.2022 23:00,15,743.8,756.2,88,从西南偏南方向吹来的风,3,,,,无明显的云,6,13,23:00,29.09.2022
29.09.2022 22:00,16,743.9,756.2,88,从南方吹来的风,2,,,,少云 (10-30%) 1380 米,6,14,22:00,29.09.2022
29.09.2022 21:00,17,743.1,755.4,77,无风,0,,,,少云 (10-30%) 1380 米,7,13,21:00,29.09.2022
29.09.2022 20:00,18,743.2,755.4,78,从西南偏南方向吹来的风,3,,,,少云 (10-30%) 1380 米,7,14,20:00,29.09.2022
29.09.2022 19:00,20,742.5,754.6,69,从西南偏南方向吹来的风,3,,,,少云 (10-30%) 1380 米,10.0 大于等于,14,19:00,29.09.2022
29.09.2022 18:00,22,741.9,753.9,61,从西南方吹来的风,4,,,,无明显的云,10.0 大于等于,14,18:00,29.09.2022
29.09.2022 17:00,24,741.9,753.9,54,从西南方吹来的风,7,,,,无明显的云,10.0 大于等于,14,17:00,29.09.2022
29.09.2022 16:00,26,741.2,753.1,51,从西南方吹来的风,8,,,,无明显的云,10.0 大于等于,15,16:00,29.09.2022
29.09.2022 15:00,27,741.3,753.1,48,从西南方吹来的风,9,14,,,无明显的云,10.0 大于等于,15,15:00,29.09.2022
29.09.2022 14:00,26,742,753.9,51,从西南偏南方向吹来的风,10,,,,无明显的云,10.0 大于等于,15,14:00,29.09.2022
29.09.2022 13:00,26,742,753.9,51,从西南方吹来的风,8,13,,,无明显的云,10.0 大于等于,15,13:00,29.09.2022
29.09.2022 12:00,24,742.6,754.6,57,从西南偏南方向吹来的风,7,,,,无明显的云,8,15,12:00,29.09.2022
29.09.2022 11:00,23,742.6,754.6,61,从南方吹来的风,7,13,,,少云 (10-30%) 990 米,8,15,11:00,29.09.2022
29.09.2022 10:00,21,743.3,755.4,69,从南方吹来的风,7,,,,少云 (10-30%) 990 米,7,15,10:00,29.09.2022
29.09.2022 09:00,20,744.7,756.9,73,从南方吹来的风,4,,轻雾,,疏云 (40-50%) 690 米,4,15,9:00,29.09.2022
29.09.2022 08:00,16,744.6,756.9,88,从南方吹来的风,4,,轻雾,,疏云 (40-50%) 690 米,4,14,8:00,29.09.2022
29.09.2022 07:00,14,745.3,757.7,94,从东南偏南方向吹来的风,3,,轻雾,,疏云 (40-50%) 1200 米,3,13,7:00,29.09.2022
29.09.2022 06:00,11,745.1,757.7,88,从东南偏东方向吹来的风,2,,,,疏云 (40-50%) 1200 米,6,9,6:00,29.09.2022
29.09.2022 05:00,8,745,757.7,87,风向多变,1,,,,疏云 (40-50%) 1200 米,10.0 大于等于,6,5:00,29.09.2022
29.09.2022 04:00,8,745,757.7,87,从东北方吹来的风,1,,,,疏云 (40-50%) 1200 米,10.0 大于等于,6,4:00,29.09.2022
29.09.2022 03:00,9,745.5,758.2,82,风向多变,1,,,,少云 (10-30%) 1200 米,10.0 大于等于,6,3:00,29.09.2022
29.09.2022 02:00,9,745.5,758.2,76,从东北方吹来的风,2,,,,少云 (10-30%) 1200 米,10.0 大于等于,5,2:00,29.09.2022
29.09.2022 01:00,8,745.5,758.2,82,从东北偏北方向吹来的风,2,,,,无明显的云,10.0 大于等于,5,1:00,29.09.2022
29.09.2022 00:00,10,745.6,758.2,71,从东北偏北方向吹来的风,2,,,,无明显的云,10.0 大于等于,5,0:00,29.09.2022
28.09.2022 23:00,10,746.4,759,76,从东北偏北方向吹来的风,2,,,,无明显的云,10.0 大于等于,6,23:00,28.09.2022
28.09.2022 22:00,11,746.4,759,67,从东北偏北方向吹来的风,2,,,,无明显的云,10.0 大于等于,5,22:00,28.09.2022
28.09.2022 21:00,12,745.7,758.2,67,从东北偏北方向吹来的风,3,,,,少云 (10-30%) 1200 米,10.0 大于等于,6,21:00,28.09.2022
28.09.2022 20:00,15,745.8,758.2,63,从东北偏北方向吹来的风,5,,,,少云 (10-30%) 1380 米,10.0 大于等于,8,20:00,28.09.2022
28.09.2022 19:00,15,745.8,758.2,77,从东北偏北方向吹来的风,2,,,,疏云 (40-50%) 1200 米,10.0 大于等于,11,19:00,28.09.2022
28.09.2022 18:00,17,745.4,757.7,73,从东北偏北方向吹来的风,4,,,,疏云 (40-50%) 1200 米,10.0 大于等于,12,18:00,28.09.2022
28.09.2022 17:00,20,744.7,756.9,64,从北方吹来的风,3,,,,疏云 (40-50%) 1200 米,10.0 大于等于,13,17:00,28.09.2022
28.09.2022 16:00,21,744.8,756.9,69,从北方吹来的风,3,,,,疏云 (40-50%) 1200 米,10.0 大于等于,15,16:00,28.09.2022
28.09.2022 15:00,22,744.8,756.9,65,从西方吹来的风,2,,,,多云 (60-90%) 990 米,10.0 大于等于,15,15:00,28.09.2022
28.09.2022 14:00,21,744.1,756.2,73,从西北方吹来的风,2,,,,多云 (60-90%) 780 米,6,16,14:00,28.09.2022
28.09.2022 13:00,22,744.1,756.2,69,从西方吹来的风,2,,,,"多云 (60-90%) 600 米, 多云 (60-90%) 1200 米",6,16,13:00,28.09.2022
28.09.2022 12:00,20,744.1,756.2,78,风向多变,1,,轻雾,,阴天 (100%) 600 米,5,16,12:00,28.09.2022
28.09.2022 11:00,20,744.1,756.2,78,从西北偏北方向吹来的风,4,,,,多云 (60-90%) 600 米,7,16,11:00,28.09.2022
28.09.2022 10:00,19,744,756.2,73,从西方吹来的风,4,,,,多云 (60-90%) 600 米,7,14,10:00,28.09.2022
28.09.2022 09:00,19,743.2,755.4,78,从西南方吹来的风,5,,,,多云 (60-90%) 600 米,10.0 大于等于,15,9:00,28.09.2022
28.09.2022 08:00,18,743.2,755.4,78,从西南方吹来的风,5,,,,多云 (60-90%) 600 米,10.0 大于等于,14,8:00,28.09.2022
28.09.2022 07:00,16,742.3,754.6,83,从南方吹来的风,2,,,,无明显的云,8,13,7:00,28.09.2022
28.09.2022 06:00,15,742.3,754.6,88,从南方吹来的风,2,,,,无明显的云,7,13,6:00,28.09.2022
28.09.2022 05:00,16,742.3,754.6,83,从西方吹来的风,2,,,,无明显的云,10.0 大于等于,13,5:00,28.09.2022
28.09.2022 04:00,16,742.3,754.6,83,从西南偏南方向吹来的风,2,,,,少云 (10-30%) 990 米,10.0 大于等于,13,4:00,28.09.2022
28.09.2022 03:00,16,741.6,753.9,83,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,13,3:00,28.09.2022
28.09.2022 02:00,17,741.7,753.9,83,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,14,2:00,28.09.2022
28.09.2022 01:00,17,742.4,754.6,83,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,14,1:00,28.09.2022
28.09.2022 00:00,17,743.1,755.4,83,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,14,0:00,28.09.2022
27.09.2022 23:00,17,743.1,755.4,83,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,14,23:00,27.09.2022
27.09.2022 22:00,18,744,756.2,78,从西南偏南方向吹来的风,6,,,,无明显的云,10.0 大于等于,14,22:00,27.09.2022
27.09.2022 21:00,19,744,756.2,73,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,14,21:00,27.09.2022
27.09.2022 20:00,20,744.1,756.2,69,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,14,20:00,27.09.2022
27.09.2022 19:00,19,744.7,756.9,68,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,13,19:00,27.09.2022
27.09.2022 18:00,21,744.8,756.9,60,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,13,18:00,27.09.2022
27.09.2022 17:00,23,744.9,756.9,53,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,13,17:00,27.09.2022
27.09.2022 16:00,25,745.7,757.7,44,从西南偏南方向吹来的风,5,,,,无明显的云,10.0 大于等于,12,16:00,27.09.2022
27.09.2022 15:00,26,745.8,757.7,42,从西南偏南方向吹来的风,6,,,,无明显的云,10.0 大于等于,12,15:00,27.09.2022
27.09.2022 14:00,26,746.3,758.2,39,从西南偏南方向吹来的风,6,,,,无明显的云,10.0 大于等于,11,14:00,27.09.2022
27.09.2022 13:00,25,747,759,47,从西南偏南方向吹来的风,7,,,,无明显的云,10.0 大于等于,13,13:00,27.09.2022
27.09.2022 12:00,24,747.7,759.7,54,从南方吹来的风,6,,,,无明显的云,10.0 大于等于,14,12:00,27.09.2022
27.09.2022 11:00,23,748.4,760.5,57,从西南偏南方向吹来的风,5,,,,无明显的云,10.0 大于等于,14,11:00,27.09.2022
27.09.2022 10:00,22,749.1,761.2,65,从西南偏南方向吹来的风,4,,,,无明显的云,10.0 大于等于,15,10:00,27.09.2022
27.09.2022 09:00,19,749.7,762,68,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,13,9:00,27.09.2022
27.09.2022 08:00,15,749.5,762,77,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,11,8:00,27.09.2022
27.09.2022 07:00,11,749.4,762,82,从东南偏南方向吹来的风,2,,,,无明显的云,10.0 大于等于,8,7:00,27.09.2022
27.09.2022 06:00,9,749.3,762,87,从东南偏南方向吹来的风,2,,,,无明显的云,10.0 大于等于,7,6:00,27.09.2022
27.09.2022 05:00,9,749.3,762,82,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,6,5:00,27.09.2022
27.09.2022 04:00,9,749.3,762,76,从南方吹来的风,2,,,,无明显的云,10.0 大于等于,5,4:00,27.09.2022
27.09.2022 03:00,8,749.2,762,66,从东南方吹来的风,2,,,,无明显的云,10.0 大于等于,2,3:00,27.09.2022
27.09.2022 02:00,8,749.2,762,71,从东南偏东方向吹来的风,2,,,,无明显的云,10.0 大于等于,3,2:00,27.09.2022
27.09.2022 01:00,6,749.1,762,87,风向多变,1,,,,无明显的云,10.0 大于等于,4,1:00,27.09.2022
27.09.2022 00:00,6,749.1,762,93,风向多变,1,,,,无明显的云,10.0 大于等于,5,0:00,27.09.2022
26.09.2022 23:00,7,749.2,762,81,风向多变,1,,,,无明显的云,10.0 大于等于,4,23:00,26.09.2022
26.09.2022 22:00,8,749.2,762,93,风向多变,1,,,,无明显的云,10.0 大于等于,7,22:00,26.09.2022
26.09.2022 21:00,9,749.3,762,82,风向多变,1,,,,无明显的云,10.0 大于等于,6,21:00,26.09.2022
26.09.2022 20:00,11,749.4,762,62,风向多变,1,,,,无明显的云,10.0 大于等于,4,20:00,26.09.2022
26.09.2022 19:00,10,748.5,761.2,76,风向多变,1,,,,无明显的云,10.0 大于等于,6,19:00,26.09.2022
26.09.2022 18:00,12,748.6,761.2,63,从东北方吹来的风,2,,,,无明显的云,10.0 大于等于,5,18:00,26.09.2022
26.09.2022 17:00,17,748.2,760.5,39,从东方吹来的风,1,,,,无明显的云,10.0 大于等于,3,17:00,26.09.2022
26.09.2022 16:00,19,748.9,761.2,30,风向多变,1,,,,无明显的云,10.0 大于等于,1,16:00,26.09.2022
26.09.2022 15:00,18,748.9,761.2,34,风向多变,1,,,,无明显的云,10.0 大于等于,2,15:00,26.09.2022
26.09.2022 14:00,18,749.7,762,32,从西方吹来的风,2,,,,无明显的云,10.0 大于等于,1,14:00,26.09.2022
26.09.2022 13:00,18,749.7,762,32,从西北偏北方向吹来的风,4,,,,无明显的云,10.0 大于等于,1,13:00,26.09.2022
26.09.2022 12:00,18,750.5,762.8,30,从西北方吹来的风,2,,,,无明显的云,10.0 大于等于,0,12:00,26.09.2022
26.09.2022 11:00,17,750.4,762.8,32,从西北偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,0,11:00,26.09.2022
26.09.2022 10:00,16,750.4,762.8,36,从北方吹来的风,2,,,,无明显的云,10.0 大于等于,1,10:00,26.09.2022
26.09.2022 09:00,15,750.3,762.8,39,风向多变,2,7,,,无明显的云,10.0 大于等于,1,9:00,26.09.2022
26.09.2022 08:00,13,750.2,762.8,47,风向多变,1,,,,无明显的云,10.0 大于等于,2,8:00,26.09.2022
26.09.2022 07:00,12,750.2,762.8,63,风向多变,1,,,,无明显的云,10.0 大于等于,5,7:00,26.09.2022
26.09.2022 06:00,6,749.1,762,87,从西北偏西方向吹来的风,1,,,,无明显的云,10.0 大于等于,4,6:00,26.09.2022
26.09.2022 05:00,8,749.2,762,76,从北方吹来的风,2,,,,无明显的云,10.0 大于等于,4,5:00,26.09.2022
26.09.2022 04:00,11,748.6,761.2,67,从北方吹来的风,3,,,,无明显的云,10.0 大于等于,5,4:00,26.09.2022
26.09.2022 03:00,11,747.9,760.5,72,从北方吹来的风,3,,,,无明显的云,10.0 大于等于,6,3:00,26.09.2022
26.09.2022 02:00,12,747.2,759.7,72,从东北偏北方向吹来的风,3,,,,无明显的云,10.0 大于等于,7,2:00,26.09.2022
26.09.2022 01:00,11,746.4,759,94,从西南方吹来的风,2,,,,无明显的云,10.0 大于等于,10,1:00,26.09.2022
26.09.2022 00:00,12,745.7,758.2,94,从西南偏南方向吹来的风,3,,,,无明显的云,10.0 大于等于,11,0:00,26.09.2022
25.09.2022 23:00,13,745.2,757.7,88,从西南偏南方向吹来的风,4,,,,无明显的云,10.0 大于等于,11,23:00,25.09.2022
25.09.2022 22:00,15,744.5,756.9,77,从西南方吹来的风,5,,,,无明显的云,10.0 大于等于,11,22:00,25.09.2022
25.09.2022 21:00,17,744.6,756.9,68,从西南偏南方向吹来的风,5,,,,无明显的云,10.0 大于等于,11,21:00,25.09.2022
25.09.2022 20:00,19,744,756.2,60,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,11,20:00,25.09.2022
25.09.2022 19:00,19,744,756.2,60,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,11,19:00,25.09.2022
25.09.2022 18:00,20,743.3,755.4,53,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,10,18:00,25.09.2022
25.09.2022 17:00,22,743.3,755.4,47,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,10,17:00,25.09.2022
25.09.2022 16:00,24,742.6,754.6,41,从西南偏南方向吹来的风,7,,,,无明显的云,10.0 大于等于,10,16:00,25.09.2022
25.09.2022 15:00,25,742.7,754.6,42,从南方吹来的风,6,,,,无明显的云,10.0 大于等于,11,15:00,25.09.2022
25.09.2022 14:00,25,742.7,754.6,36,从西南偏南方向吹来的风,7,12,,,无明显的云,10.0 大于等于,9,14:00,25.09.2022
25.09.2022 13:00,25,743.5,755.4,39,从南方吹来的风,6,12,,,无明显的云,10.0 大于等于,10,13:00,25.09.2022
25.09.2022 12:00,24,744.2,756.2,41,从南方吹来的风,6,,,,无明显的云,10.0 大于等于,10,12:00,25.09.2022
25.09.2022 11:00,22,744.1,756.2,50,从南方吹来的风,6,,,,无明显的云,10.0 大于等于,11,11:00,25.09.2022
25.09.2022 10:00,20,744.7,756.9,53,从南方吹来的风,6,,,,无明显的云,10.0 大于等于,10,10:00,25.09.2022
25.09.2022 09:00,18,744.7,756.9,60,从南方吹来的风,7,,,,无明显的云,10.0 大于等于,10,9:00,25.09.2022
25.09.2022 08:00,16,744.6,756.9,59,从南方吹来的风,6,11,,,无明显的云,10.0 大于等于,8,8:00,25.09.2022
25.09.2022 07:00,12,745.2,757.7,72,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,7,7:00,25.09.2022
25.09.2022 06:00,10,745.1,757.7,76,从东南偏南方向吹来的风,4,,,,无明显的云,10.0 大于等于,6,6:00,25.09.2022
25.09.2022 05:00,10,745.1,757.7,76,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,6,5:00,25.09.2022
25.09.2022 04:00,10,745.1,757.7,76,从东南偏南方向吹来的风,3,,,,无明显的云,10.0 大于等于,6,4:00,25.09.2022
25.09.2022 03:00,10,745.6,758.2,76,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,6,3:00,25.09.2022
25.09.2022 02:00,11,745.6,758.2,72,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,6,2:00,25.09.2022
25.09.2022 01:00,12,745.7,758.2,67,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,6,1:00,25.09.2022
25.09.2022 00:00,13,746.5,759,63,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,6,0:00,25.09.2022
24.09.2022 23:00,13,745.7,758.2,63,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,6,23:00,24.09.2022
24.09.2022 22:00,12,746.5,759,67,从南方吹来的风,2,,,,无明显的云,10.0 大于等于,6,22:00,24.09.2022
24.09.2022 21:00,10,746.4,759,76,无风,0,,,,无明显的云,10.0 大于等于,6,21:00,24.09.2022
24.09.2022 20:00,10,746.4,759,88,从东南偏南方向吹来的风,2,,,,无明显的云,10.0 大于等于,8,20:00,24.09.2022
24.09.2022 19:00,9,746.3,759,87,从南方吹来的风,1,,,,无明显的云,10.0 大于等于,7,19:00,24.09.2022
24.09.2022 18:00,13,746.5,759,67,从南方吹来的风,2,,,,无明显的云,10.0 大于等于,7,18:00,24.09.2022
24.09.2022 17:00,18,746.7,759,49,从西南偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,7,17:00,24.09.2022
24.09.2022 16:00,19,746.8,759,49,从西南偏西方向吹来的风,6,,,,无明显的云,10.0 大于等于,8,16:00,24.09.2022
24.09.2022 15:00,20,746,758.2,46,从西南偏西方向吹来的风,6,,,,无明显的云,10.0 大于等于,8,15:00,24.09.2022
24.09.2022 14:00,20,746.8,759,46,从西方吹来的风,4,,,,无明显的云,10.0 大于等于,8,14:00,24.09.2022
24.09.2022 13:00,19,746,758.2,56,从西方吹来的风,5,,,,无明显的云,10.0 大于等于,10,13:00,24.09.2022
24.09.2022 12:00,17,746.7,759,68,从西方吹来的风,4,,,,少云 (10-30%) 600 米,10.0 大于等于,11,12:00,24.09.2022
24.09.2022 11:00,13,746.5,759,88,从西方吹来的风,5,,,,"疏云 (40-50%) 180 米, 阴天 (100%) 600 米",10.0 大于等于,11,11:00,24.09.2022
24.09.2022 10:00,12,746.5,759,94,从西方吹来的风,5,,,,"疏云 (40-50%) 180 米, 阴天 (100%) 600 米",10.0 大于等于,11,10:00,24.09.2022
24.09.2022 09:00,12,746.5,759,94,从西方吹来的风,5,,,,"疏云 (40-50%) 180 米, 阴天 (100%) 600 米",10.0 大于等于,11,9:00,24.09.2022
24.09.2022 08:00,12,745.7,758.2,94,从西方吹来的风,4,,,,"疏云 (40-50%) 180 米, 阴天 (100%) 600 米",10.0 大于等于,11,8:00,24.09.2022
24.09.2022 07:00,11,745.1,757.7,100,从西方吹来的风,4,,,,"疏云 (40-50%) 300 米, 阴天 (100%) 600 米",10.0 大于等于,11,7:00,24.09.2022
24.09.2022 06:00,11,745.1,757.7,100,从西北偏西方向吹来的风,5,,,,"疏云 (40-50%) 300 米, 阴天 (100%) 600 米",10.0 大于等于,11,6:00,24.09.2022
24.09.2022 05:00,11,744.4,756.9,100,从西北偏西方向吹来的风,5,,,,"疏云 (40-50%) 300 米, 阴天 (100%) 600 米",10.0 大于等于,11,5:00,24.09.2022
24.09.2022 04:00,11,743.7,756.2,100,从西北偏西方向吹来的风,6,,,,"疏云 (40-50%) 300 米, 阴天 (100%) 600 米",10.0 大于等于,11,4:00,24.09.2022
24.09.2022 03:00,11,742.9,755.4,100,从西北偏西方向吹来的风,5,,,,"疏云 (40-50%) 300 米, 阴天 (100%) 600 米",10.0 大于等于,11,3:00,24.09.2022
24.09.2022 02:00,11,742.9,755.4,100,从西北偏西方向吹来的风,5,,,,"疏云 (40-50%) 300 米, 多云 (60-90%) 600 米",10.0 大于等于,11,2:00,24.09.2022
24.09.2022 01:00,11,742.9,755.4,100,从西北偏西方向吹来的风,6,,"轻度（小）（弱） 阵性, 雨",,"疏云 (40-50%) 300 米, 多云 (60-90%) 600 米",10.0 大于等于,11,1:00,24.09.2022
24.09.2022 00:00,12,742.1,754.6,88,从西北方吹来的风,5,,,,"疏云 (40-50%) 600 米, 疏云 (40-50%) 780 米",10.0 大于等于,10,0:00,24.09.2022
23.09.2022 23:00,12,742.1,754.6,88,从西北方吹来的风,5,,,,"疏云 (40-50%) 600 米, 疏云 (40-50%) 780 米",10.0 大于等于,10,23:00,23.09.2022
23.09.2022 22:00,12,742.1,754.6,94,从西北方吹来的风,5,,,,"疏云 (40-50%) 600 米, 多云 (60-90%) 780 米",10.0 大于等于,11,22:00,23.09.2022
23.09.2022 21:00,12,742.1,754.6,94,从西北方吹来的风,4,,,,"少云 (10-30%) 300 米, 阴天 (100%) 600 米",10.0 大于等于,11,21:00,23.09.2022
23.09.2022 20:00,12,742.1,754.6,94,从西北偏北方向吹来的风,5,,"轻度（小）（弱） 阵性, 雨",,"少云 (10-30%) 300 米, 阴天 (100%) 600 米",10.0 大于等于,11,20:00,23.09.2022
23.09.2022 19:00,12,742.1,754.6,94,从西北偏西方向吹来的风,3,,"轻度（小）（弱） 阵性, 雨",,"少云 (10-30%) 300 米, 阴天 (100%) 600 米",10.0 大于等于,11,19:00,23.09.2022
23.09.2022 18:00,13,742.2,754.6,88,从西北方吹来的风,4,,"轻度（小）（弱） 阵性, 雨",,"疏云 (40-50%) 300 米, 阴天 (100%) 600 米",10.0 大于等于,11,18:00,23.09.2022
23.09.2022 17:00,13,741.5,753.9,94,风向多变,1,,"轻度（小）（弱） 阵性, 雨",,阴天 (100%) 600 米,10.0 大于等于,12,17:00,23.09.2022
23.09.2022 16:00,14,741.5,753.9,88,从西方吹来的风,2,,"轻度（小）（弱） 阵性, 雨",,多云 (60-90%) 600 米,10.0 大于等于,12,16:00,23.09.2022
23.09.2022 15:00,15,741.6,753.9,77,从西北偏西方向吹来的风,3,,,,"少云 (10-30%) 600 米, 多云 (60-90%) 1200 米",10.0 大于等于,11,15:00,23.09.2022
23.09.2022 14:00,15,741.6,753.9,77,从西方吹来的风,2,,,,"少云 (10-30%) 600 米, 多云 (60-90%) 1200 米",10.0 大于等于,11,14:00,23.09.2022
23.09.2022 13:00,15,742.3,754.6,77,从西南偏南方向吹来的风,2,,,,"少云 (10-30%) 600 米, 多云 (60-90%) 1200 米",10.0 大于等于,11,13:00,23.09.2022
23.09.2022 12:00,15,742.3,754.6,82,从西南方吹来的风,3,,,,"少云 (10-30%) 600 米, 多云 (60-90%) 1200 米",10.0 大于等于,12,12:00,23.09.2022
23.09.2022 11:00,15,743.1,755.4,77,从西南偏南方向吹来的风,3,,,,"少云 (10-30%) 600 米, 多云 (60-90%) 1200 米",10.0 大于等于,11,11:00,23.09.2022
23.09.2022 10:00,14,743,755.4,88,从西南偏南方向吹来的风,3,,,,"疏云 (40-50%) 300 米, 多云 (60-90%) 1200 米",10.0 大于等于,12,10:00,23.09.2022
23.09.2022 09:00,14,743.8,756.2,94,从西南偏南方向吹来的风,4,,,,"少云 (10-30%) 300 米, 多云 (60-90%) 1200 米",10.0 大于等于,13,9:00,23.09.2022
23.09.2022 08:00,13,743,755.4,94,从西南偏南方向吹来的风,4,,,,"少云 (10-30%) 300 米, 多云 (60-90%) 1380 米",10.0 大于等于,12,8:00,23.09.2022
23.09.2022 07:00,13,743,755.4,94,从南方吹来的风,3,,,,多云 (60-90%) 900 米,10.0 大于等于,12,7:00,23.09.2022
23.09.2022 06:00,13,743,755.4,94,从南方吹来的风,4,,"轻度（小）（弱） 阵性, 雨",,"疏云 (40-50%) 600 米, 多云 (60-90%) 780 米",10.0 大于等于,12,6:00,23.09.2022
23.09.2022 05:00,13,742.2,754.6,94,从南方吹来的风,2,,,,无明显的云,10.0 大于等于,12,5:00,23.09.2022
23.09.2022 04:00,13,743,755.4,94,从东南偏南方向吹来的风,2,,,,多云 (60-90%) 1200 米,10.0 大于等于,12,4:00,23.09.2022
23.09.2022 03:00,13,742.2,754.6,94,从东南方吹来的风,2,,,,多云 (60-90%) 1200 米,10.0 大于等于,12,3:00,23.09.2022
23.09.2022 02:00,14,743,755.4,88,从东南偏南方向吹来的风,2,,,,多云 (60-90%) 1200 米,10.0 大于等于,12,2:00,23.09.2022
23.09.2022 01:00,13,743,755.4,94,从东南方吹来的风,2,,,,多云 (60-90%) 1200 米,10.0 大于等于,12,1:00,23.09.2022
23.09.2022 00:00,13,743.8,756.2,94,从东南偏南方向吹来的风,2,,,,疏云 (40-50%) 1200 米,10.0 大于等于,12,0:00,23.09.2022
22.09.2022 23:00,13,743.8,756.2,94,从南方吹来的风,2,,,,无明显的云,10.0 大于等于,12,23:00,22.09.2022
22.09.2022 22:00,13,743.8,756.2,100,从南方吹来的风,3,,,,疏云 (40-50%) 600 米,10.0 大于等于,13,22:00,22.09.2022
22.09.2022 21:00,13,743.8,756.2,100,从东南偏南方向吹来的风,3,,"轻度（小）（弱） 阵性, 雨",,疏云 (40-50%) 1380 米,10.0 大于等于,13,21:00,22.09.2022
22.09.2022 20:00,13,743.8,756.2,100,从西南偏南方向吹来的风,4,,"轻度（小）（弱） 阵性, 雨",,"疏云 (40-50%) 600 米, 多云 (60-90%) 1200 米",10.0 大于等于,13,20:00,22.09.2022
22.09.2022 19:00,15,743.8,756.2,88,从西南方吹来的风,3,,,,少云 (10-30%) 600 米,10.0 大于等于,13,19:00,22.09.2022
22.09.2022 18:00,16,743.1,755.4,83,从西方吹来的风,4,,,,少云 (10-30%) 600 米,10.0 大于等于,13,18:00,22.09.2022
22.09.2022 17:00,17,742.4,754.6,77,从西北偏西方向吹来的风,2,,,,多云 (60-90%) 1380 米,10.0 大于等于,13,17:00,22.09.2022
22.09.2022 16:00,20,742.5,754.6,53,从南方吹来的风,5,,,,多云 (60-90%) 1380 米,10.0 大于等于,10,16:00,22.09.2022
22.09.2022 15:00,20,742.5,754.6,53,从南方吹来的风,5,,,,多云 (60-90%) 1380 米,10.0 大于等于,10,15:00,22.09.2022
22.09.2022 14:00,21,742.5,754.6,50,从南方吹来的风,7,,,,多云 (60-90%) 1380 米,10.0 大于等于,10,14:00,22.09.2022
22.09.2022 13:00,21,742.5,754.6,50,从南方吹来的风,8,13,,,疏云 (40-50%) 1380 米,10.0 大于等于,10,13:00,22.09.2022
22.09.2022 12:00,21,743.3,755.4,50,从南方吹来的风,7,12,,,无明显的云,10.0 大于等于,10,12:00,22.09.2022
22.09.2022 11:00,20,744.1,756.2,49,从西南偏南方向吹来的风,8,,,,多云 (60-90%) 1290 米,10.0 大于等于,9,11:00,22.09.2022
22.09.2022 10:00,20,744.1,756.2,46,从西南偏南方向吹来的风,8,13,,,无明显的云,10.0 大于等于,8,10:00,22.09.2022
22.09.2022 09:00,19,744.7,756.9,46,从南方吹来的风,7,12,,,无明显的云,10.0 大于等于,7,9:00,22.09.2022
22.09.2022 08:00,17,744.6,756.9,49,从南方吹来的风,6,,,,无明显的云,10.0 大于等于,6,8:00,22.09.2022
22.09.2022 07:00,15,744.5,756.9,55,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,6,7:00,22.09.2022
22.09.2022 06:00,13,743.8,756.2,63,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,6,6:00,22.09.2022
22.09.2022 05:00,14,743.8,756.2,63,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,7,5:00,22.09.2022
22.09.2022 04:00,14,743,755.4,63,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,7,4:00,22.09.2022
22.09.2022 03:00,14,743,755.4,63,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,7,3:00,22.09.2022
22.09.2022 02:00,14,743.8,756.2,63,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,7,2:00,22.09.2022
22.09.2022 01:00,15,743.8,756.2,63,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,8,1:00,22.09.2022
22.09.2022 00:00,16,743.9,756.2,68,从南方吹来的风,6,,,,无明显的云,10.0 大于等于,10,0:00,22.09.2022
