气温,气象站大气压,海平面大气压,相对湿度,平均风速,特殊天象,重要天象,时间,date
21,738.8,750.8,78,2,"轻度（小）（弱） 阵性, 雨",,20:00,2022/8/10
22,738.1,750.1,69,2,,,19:00,2022/8/10
25,738.2,750.1,51,1,,,18:00,2022/8/10
26,738.3,750.1,45,3,,,17:00,2022/8/10
27,738.3,750.1,45,4,,,16:00,2022/8/10
27,738.3,750.1,45,6,,,15:00,2022/8/10
28,738.4,750.1,42,7,,,14:00,2022/8/10
29,737.6,749.3,40,9,,,13:00,2022/8/10
28,737.6,749.3,37,9,,,12:00,2022/8/10
27,738.3,750.1,42,8,,,11:00,2022/8/10
26,739,750.8,48,7,,,10:00,2022/8/10
24,738.2,750.1,57,6,,,9:00,2022/8/10
24,738.2,750.1,57,5,,,8:00,2022/8/10
21,738.1,750.1,73,5,,,7:00,2022/8/10
18,738,750.1,83,4,,,6:00,2022/8/10
15,737.8,750.1,94,3,,,5:00,2022/8/10
15,737.8,750.1,88,4,,,4:00,2022/8/10
16,737.9,750.1,83,4,,,3:00,2022/8/10
17,737.9,750.1,77,4,,,2:00,2022/8/10
19,738,750.1,68,7,,,1:00,2022/8/10
18,738,750.1,78,5,,,0:00,2022/8/10
19,738,750.1,78,5,,,23:00,2022/8/9
19,738.7,750.8,78,5,,,22:00,2022/8/9
20,738.7,750.8,78,5,,,21:00,2022/8/9
21,738.8,750.8,69,3,,,20:00,2022/8/9
21,738.8,750.8,73,4,,,19:00,2022/8/9
25,738.9,750.8,54,5,,,18:00,2022/8/9
27,739,750.8,45,7,,,17:00,2022/8/9
28,739.1,750.8,45,7,,,16:00,2022/8/9
28,739.1,750.8,45,8,,,15:00,2022/8/9
28,739.8,751.6,45,8,,,14:00,2022/8/9
28,739.8,751.6,42,9,,,13:00,2022/8/9
27,739.8,751.6,45,9,,,12:00,2022/8/9
26,740.5,752.3,51,8,,,11:00,2022/8/9
25,740.4,752.3,54,7,,,10:00,2022/8/9
24,740.4,752.3,61,6,,,9:00,2022/8/9
22,740.3,752.3,69,5,,,8:00,2022/8/9
19,740.2,752.3,83,6,,,7:00,2022/8/9
17,740.1,752.3,88,5,,,6:00,2022/8/9
14,740.7,753.1,100,4,,,5:00,2022/8/9
14,740,752.3,100,4,,,4:00,2022/8/9
15,740.8,753.1,94,4,,,3:00,2022/8/9
15,740.8,753.1,94,4,,,2:00,2022/8/9
16,740.8,753.1,94,4,,,1:00,2022/8/9
16,740.8,753.1,94,4,,,0:00,2022/8/9
17,740.9,753.1,88,5,,,23:00,2022/8/8
17,740.9,753.1,88,4,,,22:00,2022/8/8
17,740.9,753.1,83,4,,,21:00,2022/8/8
17,740.9,753.1,83,4,,,20:00,2022/8/8
20,741,753.1,69,3,,,19:00,2022/8/8
24,741.2,753.1,47,5,,,18:00,2022/8/8
25,741.2,753.1,42,7,,,17:00,2022/8/8
25,741.2,753.1,44,7,,,16:00,2022/8/8
26,741.2,753.1,45,8,,,15:00,2022/8/8
26,741.2,753.1,45,8,,,14:00,2022/8/8
25,741.2,753.1,51,7,,,13:00,2022/8/8
25,741.2,753.1,51,7,,,12:00,2022/8/8
25,741.2,753.1,51,7,,,11:00,2022/8/8
24,741.2,753.1,61,5,,,10:00,2022/8/8
23,741.9,753.9,61,4,,,9:00,2022/8/8
22,741.1,753.1,61,5,,,8:00,2022/8/8
21,741,753.1,69,3,,,7:00,2022/8/8
19,741,753.1,83,3,,,6:00,2022/8/8
18,740.1,752.3,88,3,,,5:00,2022/8/8
19,740.2,752.3,88,3,,,4:00,2022/8/8
18,740.1,752.3,94,2,,,3:00,2022/8/8
19,739.5,751.6,94,3,,,2:00,2022/8/8
20,739.5,751.6,94,3,,,1:00,2022/8/8
20,739.5,751.6,94,3,,,0:00,2022/8/8
21,739.6,751.6,94,4,,,23:00,2022/8/7
21,738.8,750.8,100,3,,,22:00,2022/8/7
22,738.8,750.8,94,3,,,21:00,2022/8/7
22,738.1,750.1,94,2,,,20:00,2022/8/7
23,738.2,750.1,94,6,"轻度（小）（弱） 阵性, 雨",,19:00,2022/8/7
26,737.5,749.3,84,4,,,18:00,2022/8/7
26,737.5,749.3,84,3,,,17:00,2022/8/7
26,737.5,749.3,84,2,,,16:00,2022/8/7
26,737.5,749.3,84,3,,,15:00,2022/8/7
25,737.5,749.3,89,3,,,14:00,2022/8/7
25,737.5,749.3,83,4,,,13:00,2022/8/7
24,737.4,749.3,83,4,,,12:00,2022/8/7
24,738.9,750.8,78,2,,,11:00,2022/8/7
23,738.9,750.8,94,2,,,10:00,2022/8/7
22,739.6,751.6,94,2,,,9:00,2022/8/7
22,739.6,751.6,94,4,,,8:00,2022/8/7
22,739.6,751.6,100,2,轻度（小）（弱） 雨,,7:00,2022/8/7
22,738.8,750.8,94,1,,,6:00,2022/8/7
22,738.8,750.8,94,2,,,5:00,2022/8/7
22,740.3,752.3,100,3,"轻度（小）（弱） 阵性, 雨",,4:00,2022/8/7
22,740.3,752.3,100,2,"轻度（小）（弱） 阵性, 雨",,3:00,2022/8/7
22,741.1,753.1,100,6,"轻度（小）（弱） 阵性, 雨",,2:00,2022/8/7
22,740.3,752.3,100,3,"轻度（小）（弱） 阵性, 雨",,1:00,2022/8/7
23,740.3,752.3,94,1,"轻度（小）（弱） 阵性, 雨",,0:00,2022/8/7
23,740.3,752.3,94,2,,,23:00,2022/8/6
22,740.3,752.3,100,1,,,22:00,2022/8/6
23,740.3,752.3,89,1,,,21:00,2022/8/6
24,740.4,752.3,83,1,,,20:00,2022/8/6
28,740.5,752.3,62,3,,,19:00,2022/8/6
29,739.9,751.6,55,4,,,18:00,2022/8/6
30,739.9,751.6,55,4,,,17:00,2022/8/6
30,739.9,751.6,55,4,,,16:00,2022/8/6
30,739.9,751.6,55,4,,,15:00,2022/8/6
31,740,751.6,55,4,,,14:00,2022/8/6
31,740,751.6,46,5,,,13:00,2022/8/6
30,739.9,751.6,59,4,,,12:00,2022/8/6
29,739.9,751.6,66,3,,,11:00,2022/8/6
28,739.8,751.6,70,3,,,10:00,2022/8/6
28,739.8,751.6,74,3,,,9:00,2022/8/6
25,739.7,751.6,89,2,,,8:00,2022/8/6
24,739.7,751.6,89,3,,,7:00,2022/8/6
21,738.8,750.8,94,3,,,6:00,2022/8/6
19,738.7,750.8,100,2,,,5:00,2022/8/6
19,738.7,750.8,100,2,,,4:00,2022/8/6
20,738,750.1,94,3,,,3:00,2022/8/6
19,738,750.1,100,3,,,2:00,2022/8/6
20,738,750.1,100,4,,,1:00,2022/8/6
20,738,750.1,100,3,,,0:00,2022/8/6
21,738.1,750.1,94,4,,,23:00,2022/8/5
21,738.1,750.1,94,3,,,22:00,2022/8/5
23,737.4,749.3,83,4,,,21:00,2022/8/5
23,737.4,749.3,83,4,,,20:00,2022/8/5
25,737.5,749.3,74,4,,,19:00,2022/8/5
27,736.8,748.5,70,5,,,18:00,2022/8/5
28,736.1,747.8,66,6,,,17:00,2022/8/5
29,736.1,747.8,62,8,,,16:00,2022/8/5
29,735.4,747,62,10,,,15:00,2022/8/5
29,735.4,747,66,9,,,14:00,2022/8/5
29,735.4,747,70,8,,,13:00,2022/8/5
29,735.4,747,70,8,,,12:00,2022/8/5
29,735.4,747,70,8,,,11:00,2022/8/5
28,736.1,747.8,79,7,,,10:00,2022/8/5
27,736.1,747.8,84,8,,,9:00,2022/8/5
26,736,747.8,94,7,,,8:00,2022/8/5
24,735.9,747.8,100,7,,,7:00,2022/8/5
24,735.2,747,94,5,,,6:00,2022/8/5
24,735.2,747,94,5,,"阵性, 雨",5:00,2022/8/5
25,736,747.8,94,7,"轻度（小）（弱） 阵性, 雨",,4:00,2022/8/5
25,736,747.8,89,6,,,3:00,2022/8/5
24,736.6,748.5,94,4,,,2:00,2022/8/5
26,736,747.8,89,7,"轻度（小）（弱） 阵性, 雨",雷暴,1:00,2022/8/5
25,736.7,748.5,94,6,"轻度（小）（弱） 雷暴, 雨, 轻雾","阵性, 雨",0:00,2022/8/5
27,737.5,749.3,94,4,"轻度（小）（弱） 雷暴, 雨, 轻雾","阵性, 雨",23:00,2022/8/4
27,738.3,750.1,94,3,"轻度（小）（弱） 雷暴, 雨, 轻雾",,22:00,2022/8/4
28,739.1,750.8,89,4,"轻度（小）（弱） 阵性, 雨, 轻雾",,21:00,2022/8/4
27,738.3,750.1,94,3,,,20:00,2022/8/4
28,739.1,750.8,89,3,,,19:00,2022/8/4
28,739.8,751.6,89,3,"轻度（小）（弱） 阵性, 雨",,18:00,2022/8/4
29,740.6,752.3,84,2,,,17:00,2022/8/4
30,740.6,752.3,79,2,,,16:00,2022/8/4
31,740.6,752.3,70,4,,,15:00,2022/8/4
30,741.4,753.1,75,3,,,14:00,2022/8/4
30,742.2,753.9,70,4,,,13:00,2022/8/4
30,742.2,753.9,66,4,,,12:00,2022/8/4
29,742.8,754.6,74,4,,,11:00,2022/8/4
28,742.8,754.6,79,3,,,10:00,2022/8/4
27,743.5,755.4,79,3,,,9:00,2022/8/4
26,743.5,755.4,84,2,,,8:00,2022/8/4
24,744.2,756.2,89,3,,,7:00,2022/8/4
22,744.1,756.2,94,2,轻雾,,6:00,2022/8/4
20,744.1,756.2,100,1,轻雾,,5:00,2022/8/4
20,743.3,755.4,100,1,轻雾,,4:00,2022/8/4
20,743.3,755.4,100,1,,,3:00,2022/8/4
21,743.3,755.4,100,2,,,2:00,2022/8/4
21,743.3,755.4,100,2,,,1:00,2022/8/4
21,743.3,755.4,100,1,,,0:00,2022/8/4
21,743.3,755.4,100,2,,,23:00,2022/8/3
22,743.3,755.4,94,1,,,22:00,2022/8/3
22,743.3,755.4,100,2,,,21:00,2022/8/3
23,743.4,755.4,89,3,,,20:00,2022/8/3
24,743.4,755.4,89,4,,,19:00,2022/8/3
26,742.7,754.6,84,6,,雷暴,18:00,2022/8/3
25,743.5,755.4,79,4,"轻度（小）（弱） 阵性, 雨",,17:00,2022/8/3
26,743.5,755.4,84,3,,,16:00,2022/8/3
27,742.1,753.9,79,3,,雷暴,15:00,2022/8/3
30,742.9,754.6,70,2,雷暴,,14:00,2022/8/3
31,742.9,754.6,79,3,,,13:00,2022/8/3
31,742.9,754.6,75,4,,,12:00,2022/8/3
32,742.9,754.6,75,4,,,11:00,2022/8/3
31,743.7,755.4,79,4,,,10:00,2022/8/3
30,743.7,755.4,79,4,,,9:00,2022/8/3
30,743.7,755.4,84,4,,,8:00,2022/8/3
26,743.5,755.4,100,2,,,7:00,2022/8/3
25,742.7,754.6,100,1,轻雾,,6:00,2022/8/3
24,742.6,754.6,100,2,轻雾,,5:00,2022/8/3
24,742.6,754.6,100,2,轻雾,,4:00,2022/8/3
24,742.6,754.6,100,1,轻雾,,3:00,2022/8/3
24,742.6,754.6,100,1,轻雾,,2:00,2022/8/3
24,742.6,754.6,100,1,,,1:00,2022/8/3
25,742.7,754.6,100,1,,,0:00,2022/8/3
26,742.7,754.6,100,1,,,23:00,2022/8/2
27,743.5,755.4,94,1,,,22:00,2022/8/2
28,742.8,754.6,84,2,,,21:00,2022/8/2
28,742.8,754.6,89,2,,,20:00,2022/8/2
29,742.1,753.9,89,3,,,19:00,2022/8/2
31,742.2,753.9,75,2,,,18:00,2022/8/2
31,742.9,754.6,75,1,,,17:00,2022/8/2
32,742.9,754.6,71,3,,,16:00,2022/8/2
32,742.9,754.6,75,4,,,15:00,2022/8/2
32,742.9,754.6,71,4,,,14:00,2022/8/2
33,743.8,755.4,67,5,,,13:00,2022/8/2
32,743.7,755.4,75,4,,,12:00,2022/8/2
32,743.7,755.4,71,4,,,11:00,2022/8/2
31,743.7,755.4,79,3,,,10:00,2022/8/2
30,743.7,755.4,84,3,,,9:00,2022/8/2
29,743.6,755.4,84,3,,,8:00,2022/8/2
27,743.5,755.4,89,3,,,7:00,2022/8/2
26,743.5,755.4,94,2,,,6:00,2022/8/2
24,743.4,755.4,100,1,,,5:00,2022/8/2
24,743.4,755.4,100,2,,,4:00,2022/8/2
24,743.4,755.4,100,2,,,3:00,2022/8/2
24,742.6,754.6,100,1,,,2:00,2022/8/2
24,742.6,754.6,100,2,,,1:00,2022/8/2
25,742.7,754.6,100,2,,,0:00,2022/8/2
25,742.7,754.6,100,1,,,23:00,2022/8/1
26,742.7,754.6,94,2,,,22:00,2022/8/1
26,742,753.9,100,1,,,21:00,2022/8/1
27,742.1,753.9,94,2,,,20:00,2022/8/1
28,742.1,753.9,89,2,,,19:00,2022/8/1
30,742.2,753.9,75,2,,,18:00,2022/8/1
32,742.3,753.9,71,3,,,17:00,2022/8/1
32,742.3,753.9,71,2,,,16:00,2022/8/1
31,742.2,753.9,75,3,,,15:00,2022/8/1
31,742.2,753.9,70,3,,,14:00,2022/8/1
31,742.2,753.9,70,3,,,13:00,2022/8/1
30,742.9,754.6,75,3,,,12:00,2022/8/1
30,742.9,754.6,75,3,,,11:00,2022/8/1
29,742.8,754.6,74,2,,,10:00,2022/8/1
28,742.8,754.6,79,2,,,9:00,2022/8/1
25,742.7,754.6,83,1,,,8:00,2022/8/1
24,742.6,754.6,83,2,,,7:00,2022/8/1
25,742.7,754.6,94,3,,,6:00,2022/8/1
23,741.9,753.9,100,3,,,5:00,2022/8/1
23,741.9,753.9,100,1,,,4:00,2022/8/1
23,741.9,753.9,100,1,,,3:00,2022/8/1
24,741.9,753.9,100,1,,,2:00,2022/8/1
24,741.9,753.9,100,1,,,1:00,2022/8/1
24,741.9,753.9,100,2,,,0:00,2022/8/1
25,742,753.9,94,1,,,23:00,2022/7/31
26,742,753.9,94,3,,,22:00,2022/7/31
26,742,753.9,94,2,,,21:00,2022/7/31
27,742.1,753.9,89,2,,,20:00,2022/7/31
28,742.1,753.9,84,2,,,19:00,2022/7/31
29,741.4,753.1,79,3,,,18:00,2022/7/31
30,742.2,753.9,75,3,,,17:00,2022/7/31
31,742.2,753.9,70,4,,,16:00,2022/7/31
31,742.2,753.9,70,5,,,15:00,2022/7/31
31,742.2,753.9,70,4,,,14:00,2022/7/31
31,742.9,754.6,70,4,,,13:00,2022/7/31
29,742.8,754.6,79,3,"轻度（小）（弱） 阵性, 雨",,12:00,2022/7/31
29,743.6,755.4,79,4,"轻度（小）（弱） 阵性, 雨",,11:00,2022/7/31
29,743.6,755.4,74,4,,,10:00,2022/7/31
28,744.4,756.2,84,4,,,9:00,2022/7/31
27,744.3,756.2,84,4,,,8:00,2022/7/31
25,744.3,756.2,94,3,轻雾,,7:00,2022/7/31
24,744.2,756.2,94,1,轻雾,,6:00,2022/7/31
22,744.1,756.2,100,1,轻雾,,5:00,2022/7/31
21,743.3,755.4,100,1,,,4:00,2022/7/31
21,744.1,756.2,100,2,,,3:00,2022/7/31
22,744.1,756.2,100,2,,,2:00,2022/7/31
22,744.1,756.2,100,1,,,1:00,2022/7/31
22,744.8,756.9,100,2,,,0:00,2022/7/31
22,744.8,756.9,100,1,,,23:00,2022/7/30
23,744.2,756.2,94,1,,,22:00,2022/7/30
24,744.9,756.9,94,2,,,21:00,2022/7/30
24,744.9,756.9,94,2,,,20:00,2022/7/30
26,744.3,756.2,84,2,,,19:00,2022/7/30
28,744.4,756.2,74,3,,,18:00,2022/7/30
28,744.4,756.2,74,6,,,17:00,2022/7/30
28,744.4,756.2,74,5,,,16:00,2022/7/30
29,744.4,756.2,74,6,,,15:00,2022/7/30
28,744.4,756.2,79,5,,,14:00,2022/7/30
27,744.3,756.2,84,5,,,13:00,2022/7/30
27,745,756.9,84,4,,,12:00,2022/7/30
25,744.9,756.9,94,4,,,11:00,2022/7/30
25,744.9,756.9,94,4,,,10:00,2022/7/30
25,745.7,757.7,94,3,,,9:00,2022/7/30
23,745.6,757.7,100,2,,,8:00,2022/7/30
22,745.6,757.7,100,2,"轻度（小）（弱） 阵性, 雨, 轻雾",,7:00,2022/7/30
22,745.6,757.7,100,2,"轻度（小）（弱） 阵性, 雨, 轻雾",,6:00,2022/7/30
22,745.6,757.7,100,2,"轻度（小）（弱） 阵性, 雨, 轻雾",,5:00,2022/7/30
22,745.6,757.7,100,1,,,4:00,2022/7/30
24,744.9,756.9,94,3,,,18:00,2022/7/29
24,744.9,756.9,94,2,,,17:00,2022/7/29
23,744.2,756.2,100,3,,,16:00,2022/7/29
22,744.1,756.2,100,3,"轻度（小）（弱） 阵性, 雨",,15:00,2022/7/29
23,744.2,756.2,100,5,"轻度（小）（弱） 阵性, 雨, 轻雾",,14:00,2022/7/29
25,744.3,756.2,89,5,"轻度（小）（弱） 阵性, 雨",,13:00,2022/7/29
25,744.3,756.2,89,6,,,12:00,2022/7/29
25,744.3,756.2,89,3,,,11:00,2022/7/29
24,744.9,756.9,94,3,"轻度（小）（弱） 阵性, 雨",,10:00,2022/7/29
24,744.2,756.2,94,4,,,9:00,2022/7/29
24,744.9,756.9,94,4,"轻度（小）（弱） 阵性, 雨",,8:00,2022/7/29
23,744.9,756.9,100,3,,"阵性, 雨",7:00,2022/7/29
23,744.9,756.9,100,1,"阵性, 雨",,6:00,2022/7/29
23,744.9,756.9,100,3,"强度 阵性, 雨",,5:00,2022/7/29
23,744.2,756.2,100,2,"阵性, 雨",,4:00,2022/7/29
23,744.9,756.9,100,1,,雷暴,3:00,2022/7/29
24,744.9,756.9,94,3,雷暴,,2:00,2022/7/29
23,744.9,756.9,100,3,,"阵性, 雨",1:00,2022/7/29
23,744.9,756.9,100,2,,,0:00,2022/7/29
25,744.9,756.9,94,2,,,23:00,2022/7/28
24,744.9,756.9,94,1,,,22:00,2022/7/28
25,744.9,756.9,94,1,,,21:00,2022/7/28
26,745,756.9,84,1,,,20:00,2022/7/28
26,745.8,757.7,89,2,"轻度（小）（弱） 阵性, 雨",,19:00,2022/7/28
26,745,756.9,89,2,,,18:00,2022/7/28
27,745.8,757.7,84,2,"轻度（小）（弱） 阵性, 雨",,17:00,2022/7/28
27,745,756.9,79,3,,,16:00,2022/7/28
28,745.8,757.7,79,6,"轻度（小）（弱） 阵性, 雨",,15:00,2022/7/28
30,745.1,756.9,70,2,,,14:00,2022/7/28
31,745.2,756.9,66,3,,,13:00,2022/7/28
30,745.1,756.9,66,3,,,12:00,2022/7/28
29,745.1,756.9,70,3,,,11:00,2022/7/28
29,745.9,757.7,70,3,,,10:00,2022/7/28
28,745.8,757.7,74,3,,,9:00,2022/7/28
26,745.8,757.7,84,3,,,8:00,2022/7/28
24,745.7,757.7,94,3,,,7:00,2022/7/28
24,745.7,757.7,94,3,,,6:00,2022/7/28
24,745.7,757.7,94,2,,,5:00,2022/7/28
24,745.7,757.7,100,1,轻雾,,4:00,2022/7/28
24,745.7,757.7,100,3,轻雾,,3:00,2022/7/28
24,745.7,757.7,100,2,,,2:00,2022/7/28
24,745.7,757.7,94,1,,,1:00,2022/7/28
24,745.7,757.7,100,1,,,0:00,2022/7/28
24,745.7,757.7,100,2,,,23:00,2022/7/27
25,745.7,757.7,94,1,,,22:00,2022/7/27
25,745.7,757.7,94,1,,,21:00,2022/7/27
26,745.8,757.7,94,1,,,20:00,2022/7/27
28,745.8,757.7,84,2,,,19:00,2022/7/27
30,745.1,756.9,75,2,,,18:00,2022/7/27
31,745.2,756.9,70,3,,,17:00,2022/7/27
31,745.2,756.9,66,3,,,16:00,2022/7/27
31,746,757.7,66,3,,,15:00,2022/7/27
31,746,757.7,66,3,,,14:00,2022/7/27
31,746,757.7,66,3,,,13:00,2022/7/27
30,745.9,757.7,75,4,,,12:00,2022/7/27
30,746.4,758.2,70,3,,,11:00,2022/7/27
29,746.4,758.2,70,3,,,10:00,2022/7/27
28,745.8,757.7,74,3,,,9:00,2022/7/27
27,745.8,757.7,74,3,,,8:00,2022/7/27
25,745.7,757.7,89,3,,,7:00,2022/7/27
23,745.6,757.7,94,2,轻雾,,6:00,2022/7/27
22,745.6,757.7,100,2,轻雾,,5:00,2022/7/27
22,745.6,757.7,100,2,轻雾,,4:00,2022/7/27
22,744.8,756.9,100,2,轻雾,,3:00,2022/7/27
23,744.9,756.9,100,2,轻雾,,2:00,2022/7/27
23,744.9,756.9,100,2,轻雾,,1:00,2022/7/27
24,744.9,756.9,100,3,轻雾,,0:00,2022/7/27
24,744.9,756.9,100,3,轻雾,,23:00,2022/7/26
25,744.9,756.9,94,2,轻雾,,22:00,2022/7/26
25,744.9,756.9,100,3,轻雾,,21:00,2022/7/26
26,745,756.9,94,2,轻雾,,20:00,2022/7/26
27,744.3,756.2,89,2,轻雾,,19:00,2022/7/26
28,744.4,756.2,84,2,,,18:00,2022/7/26
29,744.4,756.2,79,3,,,17:00,2022/7/26
30,744.4,756.2,75,4,,,16:00,2022/7/26
30,744.4,756.2,79,3,,,15:00,2022/7/26
30,744.4,756.2,79,3,,,14:00,2022/7/26
30,744.4,756.2,79,3,,,13:00,2022/7/26
29,745.1,756.9,79,4,,,12:00,2022/7/26
29,745.1,756.9,84,3,,,11:00,2022/7/26
27,745,756.9,89,3,,,10:00,2022/7/26
26,745,756.9,89,2,,,9:00,2022/7/26
25,744.9,756.9,89,3,,,8:00,2022/7/26
24,744.9,756.9,89,2,,,7:00,2022/7/26
22,744.8,756.9,94,3,,,6:00,2022/7/26
21,744.8,756.9,94,2,,,5:00,2022/7/26
20,744.7,756.9,100,1,,,4:00,2022/7/26
21,744.1,756.2,94,2,,,3:00,2022/7/26
20,744.1,756.2,100,2,,,2:00,2022/7/26
20,744.7,756.9,100,1,,,1:00,2022/7/26
21,744.8,756.9,100,2,,,0:00,2022/7/26
22,744.1,756.2,94,2,,,23:00,2022/7/25
22,744.1,756.2,94,2,,,22:00,2022/7/25
22,744.1,756.2,100,1,,,21:00,2022/7/25
23,744.2,756.2,94,1,,,20:00,2022/7/25
26,743.5,755.4,79,2,,,19:00,2022/7/25
27,743.5,755.4,74,3,,,18:00,2022/7/25
28,743.6,755.4,70,2,,,17:00,2022/7/25
28,743.6,755.4,70,3,,,16:00,2022/7/25
27,743.5,755.4,79,4,,,15:00,2022/7/25
27,743.5,755.4,74,2,,,14:00,2022/7/25
27,743.5,755.4,74,3,,,13:00,2022/7/25
28,743.6,755.4,70,3,,,12:00,2022/7/25
26,743.5,755.4,74,3,,,11:00,2022/7/25
25,743.5,755.4,79,2,,,10:00,2022/7/25
25,743.5,755.4,83,2,,,9:00,2022/7/25
23,743.4,755.4,89,2,,,8:00,2022/7/25
21,743.3,755.4,100,2,轻雾,,7:00,2022/7/25
20,742.5,754.6,100,2,雾,,6:00,2022/7/25
20,742.5,754.6,100,1,雾,,5:00,2022/7/25
20,741.8,753.9,100,2,雾,,4:00,2022/7/25
20,742.5,754.6,100,1,雾,,3:00,2022/7/25
20,741.8,753.9,100,2,轻雾,,2:00,2022/7/25
20,741.8,753.9,100,0,轻雾,,1:00,2022/7/25
20,741.8,753.9,100,1,,,0:00,2022/7/25
20,741.8,753.9,100,1,,,23:00,2022/7/24
20,741,753.1,100,1,,,22:00,2022/7/24
20,741,753.1,100,1,,,21:00,2022/7/24
21,741,753.1,100,1,"轻度（小）（弱） 阵性, 雨",,20:00,2022/7/24
21,741,753.1,100,1,"轻度（小）（弱） 阵性, 雨",,19:00,2022/7/24
21,741,753.1,100,1,"轻度（小）（弱） 阵性, 雨",,18:00,2022/7/24
21,740.3,752.3,94,2,"轻度（小）（弱） 阵性, 雨",雷暴,17:00,2022/7/24
23,740.3,752.3,94,1,雷暴,,16:00,2022/7/24
23,740.3,752.3,89,3,"轻度（小）（弱） 阵性, 雨",,15:00,2022/7/24
22,740.3,752.3,100,3,"轻度（小）（弱） 阵性, 雨",,14:00,2022/7/24
26,740.5,752.3,74,2,,,13:00,2022/7/24
26,740.5,752.3,74,3,,,12:00,2022/7/24
25,741.2,753.1,79,3,,,11:00,2022/7/24
24,741.2,753.1,83,3,,,10:00,2022/7/24
23,741.1,753.1,89,2,,,9:00,2022/7/24
21,740.3,752.3,100,2,,,8:00,2022/7/24
21,740.3,752.3,100,2,"轻度（小）（弱） 阵性, 雨",,7:00,2022/7/24
20,740.2,752.3,100,3,"轻度（小）（弱） 阵性, 雨",,6:00,2022/7/24
20,740.2,752.3,100,2,"轻度（小）（弱） 阵性, 雨",,5:00,2022/7/24
20,740.2,752.3,94,1,"轻度（小）（弱） 阵性, 雨",,4:00,2022/7/24
20,740.2,752.3,88,3,,,3:00,2022/7/24
20,740.2,752.3,88,3,,,2:00,2022/7/24
21,740.3,752.3,83,3,,,1:00,2022/7/24
21,740.3,752.3,88,3,,,0:00,2022/7/24
22,740.3,752.3,83,3,,,23:00,2022/7/23
22,740.3,752.3,88,3,,,22:00,2022/7/23
24,741.2,753.1,74,4,,,21:00,2022/7/23
25,741.2,753.1,74,3,,,20:00,2022/7/23
26,741.2,753.1,70,3,,,19:00,2022/7/23
27,740.5,752.3,66,4,,,18:00,2022/7/23
27,740.5,752.3,70,4,,,17:00,2022/7/23
28,740.5,752.3,66,4,,,16:00,2022/7/23
28,740.5,752.3,62,3,,,15:00,2022/7/23
29,741.4,753.1,58,3,,,14:00,2022/7/23
28,741.3,753.1,66,3,,,13:00,2022/7/23
27,742.1,753.9,66,3,,,12:00,2022/7/23
27,742.8,754.6,66,3,,,11:00,2022/7/23
26,742.7,754.6,70,4,,,10:00,2022/7/23
25,742.7,754.6,74,3,,,9:00,2022/7/23
24,742.6,754.6,78,3,,,8:00,2022/7/23
23,743.4,755.4,78,3,,,7:00,2022/7/23
21,743.3,755.4,83,3,,,6:00,2022/7/23
20,743.3,755.4,88,2,,,5:00,2022/7/23
19,742.4,754.6,94,2,,,4:00,2022/7/23
20,742.5,754.6,88,2,,,3:00,2022/7/23
19,742.4,754.6,100,2,,,2:00,2022/7/23
20,743.3,755.4,100,1,,,1:00,2022/7/23
21,743.3,755.4,94,1,,,0:00,2022/7/23
23,743.4,755.4,89,2,,,23:00,2022/7/22
23,743.4,755.4,89,2,,,22:00,2022/7/22
22,744.1,756.2,94,1,,,21:00,2022/7/22
24,743.4,755.4,83,2,,,20:00,2022/7/22
24,743.4,755.4,83,2,,,19:00,2022/7/22
27,742.8,754.6,70,4,,,18:00,2022/7/22
29,742.8,754.6,62,4,,,17:00,2022/7/22
29,743.6,755.4,62,4,,,16:00,2022/7/22
29,743.6,755.4,62,5,,,15:00,2022/7/22
30,743.7,755.4,59,5,,,14:00,2022/7/22
29,743.6,755.4,62,4,,,13:00,2022/7/22
29,743.6,755.4,62,4,,,12:00,2022/7/22
28,744.4,756.2,70,3,,,11:00,2022/7/22
28,744.4,756.2,66,4,,,10:00,2022/7/22
27,744.3,756.2,70,4,,,9:00,2022/7/22
26,745,756.9,74,3,,,8:00,2022/7/22
24,744.2,756.2,83,3,,,7:00,2022/7/22
22,744.1,756.2,94,3,,,6:00,2022/7/22
21,744.1,756.2,94,2,,,5:00,2022/7/22
20,743.3,755.4,100,1,,,4:00,2022/7/22
21,743.3,755.4,94,2,,,3:00,2022/7/22
22,743.3,755.4,94,2,,,2:00,2022/7/22
22,743.3,755.4,94,1,,,1:00,2022/7/22
22,743.3,755.4,94,1,,,0:00,2022/7/22
23,743.4,755.4,94,1,,,23:00,2022/7/21
23,743.4,755.4,94,2,,,22:00,2022/7/21
23,743.4,755.4,94,1,,,21:00,2022/7/21
26,742.7,754.6,79,2,,,20:00,2022/7/21
27,742.8,754.6,74,4,,,19:00,2022/7/21
28,742.8,754.6,70,3,,,18:00,2022/7/21
29,742.1,753.9,66,5,,,17:00,2022/7/21
29,742.1,753.9,70,5,,,16:00,2022/7/21
29,742.1,753.9,66,5,,,15:00,2022/7/21
30,742.2,753.9,62,4,,,14:00,2022/7/21
31,742.2,753.9,62,5,,,13:00,2022/7/21
30,742.9,754.6,66,4,,,12:00,2022/7/21
29,742.8,754.6,70,3,,,11:00,2022/7/21
29,742.8,754.6,70,3,,,10:00,2022/7/21
29,742.8,754.6,74,2,,,9:00,2022/7/21
